artist_name,music,main_genre,release date,explicit track
Eminem,Kings Never Die,hip_hop,,
SZA,Seek & Destroy,pop,,
BHZ,Powerade,,,
Shouse,Won't Forget You (Edit),electronic,,
GOT the beat,Step Back,pop,,
Tiakola,Meuda,hip_hop,,
OFFICIAL HIGE DANDISM,MIXED NUTS,rock,,
ZODIVK,Devil Eyes,electronic,,
Ion Miles,Powerade,hip_hop,,
Lil Durk,What Happened To Virgil,hip_hop,,
MarÃ­lia MendonÃ§a,Te Amo Demais,world,,
Ak4:20,Me ArrepentÃ­,world,,
Felipe e Rodrigo,MÃ©dia Boa,world,,
Nardo Wick,Dah Dah DahDah,hip_hop,7/22/2022,1.0
Drake,Broke Boys,hip_hop,11/4/2022,1.0
SHADXWBXRN,PRINCE OF DARKNESS,hip_hop,,
Victony,Soweto,world,5/6/2022,1.0
KK,"Kya Mujhe Pyar Hai (From ""Woh Lamhe"")",pop,,
Israel & Rodolffo,Perdoou Nada,world,,
Burna Boy,Alone,world,11/4/2022,0.0
Lil Yachty,Poland,hip_hop,10/4/2022,1.0
The Weeknd,Gasoline,rb_soul,,
Gusttavo Lima,Fala Mal de Mim,world,,
Calvin Harris,Stay With Me,pop,7/15/2022,0.0
BTS,For Youth,pop,,
Tate McRae,chaotic,pop,,
MC Braz,Kikando e Me Olhando,hip_hop,,
Israel & Rodolffo,Nem Namorado e Nem Ficante,world,,
Lainey Wilson,Watermelon Moonshine,world,8/12/2022,0.0
BoyWithUke,Understand,hip_hop,,
Gerardo Coronel,Te Felicito,world,11/11/2022,0.0
Gerardo Coronel,Te Felicito,world,10/7/2022,1.0
Jengi,Bel Mercy,pop,12/2/2022,0.0
Gloria Groove,VERMELHO,hip_hop,,
El Jordan 23,Bailando,world,2/10/2022,0.0
Aditya Rikhari,Samjho Na,pop,,
Semicenk,Unutmak Ãyle Kolay MÄ± SandÄ±n,pop,,
The 1975,I'm In Love With You,rock,,
Juice WRLD,Wandered To LA,hip_hop,,
Ezhel,Nerdesin,hip_hop,,
Xantesha,SUNRISE (Slowed + Reverb),electronic,,
Matheus & Kauan,Basiquinho,world,,
Burna Boy,It's Plenty,world,7/1/2022,1.0
Kungs,Clap Your Hands,electronic,,
Kelvin Jones,Love to Go,pop,,
Montell Fish,Talk 2 Me,hip_hop,,
Juice WRLD,In My Head,hip_hop,10/28/2022,1.0
King Von,Don't Play That,hip_hop,,
Soolking,Balader,hip_hop,,
Henrique & Juliano,Evento Cancelado,world,,
Metro Boomin,Umbrella,hip_hop,,
(G)I-DLE,MY BAG,pop,,
Sigala,Melody,pop,,
Yago Oproprio,Imprevisto,,,
JBEE,Next Up,hip_hop,,
Alonzo,TOUT VA BIEN,hip_hop,,
Mitraz,Akhiyaan,pop,,
Paul Partohap,P.S. I LOVE YOU,pop,,
Feid,Castigo,pop,,
Siddhartha,00:00,rock,,
phonk.me,GHOST!,electronic,12/2/2022,0.0
Yuridia,Â¿Y QuÃ© Tal Si Funciona?,pop,,
HARDY,wait in the truck,world,,
Wyatt Flores,Please Don't Go,pop,,
Lil Mabu,NO SNITCHING,,,
Noah Kahan,Orange Juice,indie,,
Luan Santana,CORAÃÃO CIGANO,world,,
Rogerinho,Botadinha Saliente,world,,
Future,LOVE YOU BETTER,hip_hop,4/29/2022,1.0
Stromae,Lâenfer,pop,,
NAV,Never Sleep,hip_hop,,
Future,I'M ON ONE,hip_hop,,
Trueno,SOLO POR VOS,hip_hop,,
Taylor Swift,Dear Reader,pop,,
Henrique & Juliano,Meu Amor,world,,
Daddy Yankee,BOMBÃN,hip_hop,,
Chris Lebron,Desde Mis Ojos,,,
Mario G klau,Semata Karenamu,pop,,
charlieonnafriday,Enough,pop,8/5/2022,0.0
Paulo e Nathan,Acabei de Terminar,world,,
Whitney Houston,How Will I Know,pop,,
ATE,DiÄer YarÄ±m,,,
SleazyWorld Go,Sleazy Flow,hip_hop,,
Russ Millions,Reggae & Calypso (Russ Millions x Buni x YV),hip_hop,,
Vicco,Nochentera,,,
Post Malone,Wrapped Around Your Finger,hip_hop,,
BeyoncÃ©,COZY,pop,,
AP Dhillon,Dil Nu,pop,,
BLACKPINK,The Happiest Girl,pop,,
Red Hot Chili Peppers,Black Summer,rock,2/4/2022,0.0
La Joaqui,Butakera,hip_hop,7/28/2022,0.0
BeyoncÃ©,I'M THAT GIRL,pop,,
Dikshant,Aankhon Se Batana,pop,,
Fujii Kaze,Matsuri,pop,,
JuliÃ³n Ãlvarez y su NorteÃ±o Banda,Fuentes De Ortiz,world,,
Kygo,Woke Up in Love,electronic,,
Henrique & Juliano,Mais Amor E Menos Drama,world,,
TINI,Fantasi,pop,,
Drake,Jumbotron Shit Poppin,hip_hop,11/4/2022,1.0
Ziva Magnolya,Pilihan Yang Terbaik,pop,,
Lvbel C5,GELMEZSEN GELME,hip_hop,,
AVA,VETRI NERI,,,
Mc Delux,Se Voce Nao Quer Passa a Vez,hip_hop,,
Thalapathy Vijay,"Ranjithame (From ""Varisu"")",world,11/5/2022,0.0
Baby Gang,MentalitÃ©,hip_hop,,
Juice WRLD,Sometimes,hip_hop,,
Kanishk Seth,"Rangisari (From ""Jugjugg Jeeyo"")",pop,,
Ado,Backlight,,,
LE SSERAFIM,Blue Flame (2023 Ver.),pop,,
Fireboy DML,Bandana,world,7/13/2022,1.0
Rito Riba,Heer Ranjha,indie,,
Justin Bieber,Honest,pop,,
Dean Lewis,Hurtless,pop,,
Mc Don Juan,EU VOU COM CARINHO ELA QUER COM FORÃA,world,,
Reality Club,Anything You Want,pop,,
Taylor Swift,Glitch,pop,,
Fuerza Regida,Modo Maldito,world,,
ENHYPEN,Tamed-Dashed,rock,,
OAFF,Doobey,pop,,
Yuuri,ã·ã£ãã¿ã¼,pop,,
Veigh,Vida Chique,hip_hop,,
Morat,Segundos Platos,pop,,
Maria MarÃ§al,Deserto (Ao Vivo),other,,
venbee,messy in heaven,,9/23/2022,0.0
The Weeknd,Best Friends,rb_soul,,
David Kushner,Burn,pop,,
Guilherme & Benuto,Vagabundo Chora,world,,
Gen Hoshino,Comedy,pop,,
Drake,BackOutsideBoyz,hip_hop,,
Ai Higuchi,æªé­ã®å­,pop,,
Ivan Cornejo,EstÃ¡ DaÃ±ado,world,,
Lazza,USCITO DI GALERA,hip_hop,,
Alexander Stewart,blame's on me,pop,,
Fivio Foreign,City of Gods,hip_hop,,
De La Ghetto,Loco Por Perrearte,world,,
Duke & Jones,Jiggle Jiggle,electronic,5/13/2022,0.0
aespa,Dreams Come True,pop,,
cakal,Ä°mdat,hip_hop,,
Chuy Lizarraga y Su Banda Tierra Sinaloense,Partido En Dos,world,,
Emilia,cuatro veinte,pop,,
NATTI NATASHA,Mayor Que Usted,pop,6/17/2022,0.0
Mc Gabzin,Simplesmente Ela,hip_hop,,
DJ AK BR,Melodia AlucinÃ³gena,world,,
Lil Baby,California Breeze,hip_hop,10/14/2022,1.0
mgk,emo girl,,,
Feid,Le Pido a DIOS,pop,,
Kx5,Escape,,,
Hailey Whitters,Everything She Ainât,world,,
ROSALÃA,LA COMBI VERSACE,pop,,
aespa,Girls,pop,7/8/2022,0.0
BLACKPINK,Yeah Yeah Yeah,pop,,
ROSALÃA,CANDY,pop,,
Ruger,Asiwaju,world,11/14/2022,1.0
Wisin,Buenos DÃ­as,hip_hop,,
Carin Leon,Dame un Beso y Dime Adios (En Vivo),world,,
BLACKPINK,Ready For Love,pop,9/16/2022,0.0
Sia,Unstoppable,pop,1/21/2016,0.0
Nemzzz,2MS,hip_hop,,
ZEG P,FADE UP,,,
J Balvin,Sigue,world,,
SEVENTEEN,_WORLD,pop,,
charlieonnafriday,After Hours,pop,,
Lauri Garcia,Miel,,,
BoyWithUke,Long Drives,hip_hop,,
ZÃ© Felipe,Bandido,world,,
Metro Boomin,Metro Spider,hip_hop,,
Stray Kids,Charmer,pop,,
Oscu,Numero 1,hip_hop,,
Emilia,intoxicao,pop,,
Liaze,PARADISE (MIT DIR),hip_hop,,
Marco Antonio SolÃ­s,SerÃ¡ Mejor Que Te Vayas,world,,
RealestK,Love Me,,,
Brett Young,Lady,world,,
Mon Laferte,Antes De Ti,rock,,
Imagine Dragons,Lonely,rock,,
BeyoncÃ©,PURE/HONEY,pop,,
Ado,ç§ã¯æå¼·,,,
Brent Faiyaz,ROLLING STONE,rb_soul,,
Metro Boomin,Feel The Fiyaaaah,hip_hop,,
Camilo,Pegao,pop,,
Kaushik-Guddu,Dil,pop,,
NIKI,Backburner,rb_soul,,
Avril Lavigne,Bite Me,pop,,
BeyoncÃ©,SUMMER RENAISSANCE,pop,,
Bruno & Denner,Cavalo de Pau,world,,
For Revenge,Jakarta Hari Ini,indie,,
Zeynep BastÄ±k,Ara,pop,,
Kendrick Lamar,Savior,hip_hop,,
Leony,Remedy,pop,,
Nicki Minaj,Seeing Green,pop,,
Sabrina Carpenter,emails i canât send,pop,,
Werenoi,Solitaire,hip_hop,,
Lazza,PANICO,hip_hop,,
Maher Zain,Rahmatun Lil'Alameen,world,,
Metro Boomin,On Time,hip_hop,,
Trueno,PANAMA,hip_hop,,
Brent Faiyaz,WASTING TIME (FEAT. DRAKE & THE NEPTUNES),rb_soul,,
Brent Faiyaz,ROLE MODEL,rb_soul,,
Codiciado,Vamos Aclarando Muchas Cosas,world,,
Ziva Magnolya,Peri Cintaku,pop,,
Tream,LEBENSLANG,electronic,,
Morat,Llamada Perdida,pop,,
iamnotshane,Maybe My Soulmate Died,pop,,
Ava Max,Million Dollar Baby,pop,9/1/2022,0.0
LUCKI,New Drank,hip_hop,,
SZA,SOS,pop,,
Gazo,FLEURS,world,,
ENHYPEN,Blessed-Cursed,rock,,
KAMRAD,I Believe,indie,,
Joji,YUKON (INTERLUDE),pop,,
Central Cee,Eurovision,hip_hop,,
Noah Kahan,She Calls Me Back,indie,,
DJ Cayoo,Sorrisin De Puto,hip_hop,,
Silvestre Dangond,Justicia,pop,,
GÃ¼neÅ,NKBÄ°,hip_hop,,
Dhruv,moonlight,pop,,
MC K.K,Agudo MÃ¡gico 3,hip_hop,,
Jovem Dionisio,ACORDA PEDRINHO,indie,,
Henrique & Juliano,Cuida Bem Dela,world,,
FavÃ©,Urus,world,,
Lauty Gram,Vida Gangster,world,12/8/2022,1.0
Destroy Lonely,NOSTYLIST,hip_hop,8/12/2022,1.0
keshi,SOMEBODY,rb_soul,,
SZA,F2F,pop,,
Durdenhauer,Praise The Lord (Da Shine),electronic,,
ALTÃGO,Toxic Pony,,,
Marco Mengoni,Due Vite,pop,,
Maria Becerra,LA NENA DE ARGENTINA,pop,,
Eminem,From The D 2 The LBC,hip_hop,,
Grupo Origen,Cabron Yo Puedo,world,,
Lil Baby,Forever,hip_hop,,
The Weeknd,I Heard Youâre Married,rb_soul,,
Kaleb Di Masi,Hace Calor,world,,
Velet,AÅk Sadece Anlayana,hip_hop,,
JID,Dance Now,,,
Henrique & Juliano,Seu Perfil,world,,
The Weeknd,Here We Goâ¦ Again,rb_soul,,
LE SSERAFIM,Impurities,pop,,
Virgoun,Orang Yang Sama,pop,,
ROSALÃA,CHICKEN TERIYAKI,pop,,
Bir,Afterhours,rock,,
Diego Gonzalez,You & I,rb_soul,,
Efecto Elegante,PrÃ©stame Tu CorazÃ³n,world,,
Anitta,Girl From Rio,pop,,
Rvfv,Mami,hip_hop,,
Dylan Scott,Can't Have Mine (Find You A Girl),world,,
Yuuri,ããããã¼,pop,,
Ati242,25,hip_hop,,
Bernadya,Apa Mungkin,,,
Gloria Groove,A QUEDA,hip_hop,,
Future,712PM,hip_hop,,
Ivan Cornejo,Perro Abandonado,world,,
La Joaqui,Dos Besitos,hip_hop,10/27/2022,0.0
UZI,ZOR,hip_hop,,
BeyoncÃ©,CHURCH GIRL,pop,,
Paulo Londra,Chance,hip_hop,,
Sabrina Carpenter,Read your Mind,pop,,
Grupo Arriesgado,Enloquecido,world,,
Eminem,Phenomenal,hip_hop,,
Noah Kahan,Growing Sideways,indie,,
Wisin,Emojis de Corazones,hip_hop,,
mgk,make up sex,,,
Arjun Kanungo,Ilzaam (From the Album 'Industry'),pop,,
Alan Walker,Force,electronic,,
Drake,More Mâs,hip_hop,,
Charlie Puth,I Donât Think That I Like Her,pop,,
BeyoncÃ©,VIRGO'S GROOVE,pop,,
Juice WRLD,Feline,hip_hop,,
Yung Gravy,Câest La Vie,hip_hop,,
Miley Cyrus,Flowers,pop,1/12/2023,0.0
Miley Cyrus,Flowers,pop,7/28/2023,0.0
Jung Kook,Seven,pop,,
Tate McRae,greedy,pop,9/14/2023,1.0
Tate McRae,greedy,pop,9/15/2023,0.0
Jimin,Like Crazy,pop,3/24/2023,0.0
Eslabon Armado,Ella Baila Sola,world,3/16/2023,0.0
David Kushner,Daylight,pop,4/14/2023,0.0
Doja Cat,Paint The Town Red,pop,8/4/2023,1.0
Doja Cat,Paint The Town Red,pop,11/17/2023,0.0
Doja Cat,Paint The Town Red,pop,8/3/2023,0.0
Mitski,My Love Mine All Mine,indie,9/15/2023,0.0
The Weeknd,One Of The Girls,rb_soul,,
d4vd,Here With Me,pop,7/20/2022,0.0
KAROL G,TQG,world,2/23/2023,1.0
Olivia Rodrigo,vampire,pop,6/30/2023,1.0
Olivia Rodrigo,vampire,pop,6/30/2023,0.0
Grupo Frontera,un x100to,world,4/17/2023,0.0
Morgan Wallen,Last Night,world,1/31/2023,1.0
Morgan Wallen,Last Night,world,1/31/2023,0.0
Teddy Swims,Lose Control,pop,6/23/2023,0.0
Myke Towers,LALA,world,3/22/2023,1.0
Billie Eilish,"What Was I Made For? [From The Motion Picture ""Barbie""]",pop,7/13/2023,0.0
Bizarrap,"Shakira: Bzrp Music Sessions, Vol. 53",hip_hop,1/11/2023,0.0
KAROL G,QLONA,world,8/10/2023,1.0
The Weeknd,Die For You,rb_soul,11/25/2016,0.0
Feid,CLASSY 101,pop,,
Dua Lipa,Dance The Night,pop,7/21/2023,0.0
FIFTY FIFTY,Cupid,pop,2/24/2023,0.0
The Weeknd,Popular,rb_soul,2/22/2024,1.0
The Weeknd,Popular,rb_soul,6/2/2023,0.0
PinkPantheress,Boy's a liar Pt. 2,pop,,
Gunna,fukumean,,6/15/2023,1.0
Kenya Grace,Strangers,pop,9/1/2023,0.0
Jung Kook,Standing Next to You,pop,11/3/2023,0.0
Travis Scott,FE!N,hip_hop,7/28/2023,1.0
Quevedo,Columbia,hip_hop,7/7/2023,0.0
Bad Bunny,PERRO NEGRO,world,10/13/2023,1.0
Feid,LUNA,pop,12/1/2023,0.0
Tyla,Water,world,7/28/2023,0.0
Kali Uchis,Moonlight,pop,2/24/2023,0.0
Bad Bunny,WHERE SHE GOES,world,5/18/2023,1.0
Bad Bunny,WHERE SHE GOES,world,10/13/2023,1.0
V,Love Me Again,hip_hop,8/11/2023,0.0
Dave,Sprinter,pop,6/1/2023,1.0
Zach Bryan,I Remember Everything,world,,
Jack Harlow,Lovin On Me,hip_hop,11/10/2023,1.0
Jack Harlow,Lovin On Me,hip_hop,11/10/2023,0.0
Peso Pluma,LADY GAGA,world,6/22/2023,1.0
Xavi,La Diabla,world,12/2/2023,0.0
KAROL G,AMARGURA,world,2/24/2023,1.0
Junior H,El Azul,world,2/10/2023,0.0
Calle 24,Que Onda,world,8/30/2023,1.0
NewJeans,OMG,pop,1/2/2023,0.0
Peso Pluma,PRC,world,1/24/2023,1.0
cassÃ¶,Prada,electronic,,
ROSALÃA,BESO,pop,,
Carin Leon,Primera Cita,world,4/20/2023,0.0
Olly Alexander (Years & Years),King,pop,,
Oliver Tree,Miss You,hip_hop,8/5/2022,1.0
Maluma,SegÃºn QuiÃ©n,pop,,
Jung Kook,3D,pop,,
Oscar Maydon,Fin de Semana,world,1/13/2023,0.0
Travis Scott,I KNOW ?,hip_hop,7/28/2023,1.0
Travis Scott,I KNOW ?,hip_hop,1/23/2024,1.0
NewJeans,Super Shy,pop,7/7/2023,0.0
Taiu,Rara Vez,hip_hop,2/8/2023,0.0
Marshmello,El Merengue,electronic,3/3/2023,0.0
Chino Pacas,El Gordo Trae El Mando,world,1/27/2023,1.0
Luke Combs,Fast Car,world,3/24/2023,0.0
Lana Del Rey,Say Yes To Heaven,pop,3/17/2023,0.0
David Guetta,Baby Donât Hurt Me,electronic,,
Dua Lipa,Houdini,pop,11/9/2023,0.0
Xavi,La VÃ­ctima,world,,
Doja Cat,Agora Hills,pop,9/22/2023,1.0
Fuerza Regida,SABOR FRESA,world,,
Grupo Frontera,EL AMOR DE SU VIDA,world,8/3/2023,0.0
Post Malone,Chemical,hip_hop,4/14/2023,1.0
KAROL G,X SI VOLVEMOS,world,2/3/2023,1.0
Fuerza Regida,TQM,world,5/19/2023,1.0
Bad Bunny,MONACO,world,10/13/2023,1.0
Jonas Brothers,What A Man Gotta Do,pop,1/17/2020,0.0
KAROL G,MI EX TENÃA RAZÃN,world,,
Peggy Gou,(It Goes Like) Nanana,electronic,,
Dean Martin,"Rudolph, The Red-Nosed Reindeer",rb_soul,,
Fuerza Regida,HARLEY QUINN,world,10/18/2023,1.0
Nicki Minaj,Barbie World,pop,,
Eladio Carrion,Coco Chanel,hip_hop,3/17/2023,1.0
Olivia Rodrigo,bad idea right?,pop,8/11/2023,1.0
Olivia Rodrigo,bad idea right?,pop,8/11/2023,0.0
KAROL G,MIENTRAS ME CURO DEL CORA,world,2/24/2023,0.0
Morgan Wallen,Thinkinâ Bout Me,world,,
JISOO,FLOWER,pop,3/31/2023,0.0
Travis Scott,MY EYES,hip_hop,7/28/2023,1.0
Calvin Harris,Miracle,pop,,
Myke Towers,LA FALDA,world,11/22/2023,1.0
Yahritza Y Su Esencia,FrÃ¡gil,world,,
Bizarrap,"Peso Pluma: Bzrp Music Sessions, Vol. 55",hip_hop,5/31/2023,1.0
TiÃ«sto,Lay Low,electronic,,
AgroPlay,Nosso Quadro,world,2/2/2023,0.0
Drake,IDGAF,hip_hop,,
Taylor Swift,Is It Over Now? (Taylor's Version) (From The Vault),pop,10/26/2023,0.0
Laufey,From The Start,pop,5/11/2023,0.0
Laufey,From The Start,pop,9/8/2023,0.0
Junior H,Y LLORO,world,10/5/2023,1.0
Billie Eilish,hotline (edit),pop,5/9/2023,0.0
BENNETT,Vois sur ton chemin,electronic,,
Drake,Rich Baby Daddy,hip_hop,,
Peso Pluma,TULUM,world,6/28/2023,1.0
Peso Pluma,BELLAKEO,world,12/7/2023,1.0
V,Slow Dancing,hip_hop,9/8/2023,0.0
Lil Uzi Vert,Watch This,hip_hop,,
Lil Tecca,500lbs,hip_hop,7/21/2023,1.0
LIT killah,Los del Espacio,hip_hop,6/1/2023,0.0
Ed Sheeran,Eyes Closed,pop,3/23/2023,0.0
YOASOBI,ã¢ã¤ãã«,pop,,
Tate McRae,exes,pop,11/17/2023,1.0
Big One,Un Finde | CROSSOVER #2,hip_hop,4/4/2023,0.0
Natanael Cano,Mi Bello Angel,world,6/30/2023,1.0
Sky Rompiendo,El Cielo,hip_hop,6/2/2023,1.0
Jimin,Set Me Free Pt.2,pop,3/17/2023,1.0
TINI,Cupido,pop,2/14/2023,0.0
Travis Scott,MELTDOWN,hip_hop,,
Sebastian Yatra,VAGABUNDO,pop,5/12/2023,0.0
Anirudh Ravichander,Chaleya,hip_hop,,
Alex Favela,ELOVRGA,world,8/18/2023,1.0
Jimin,Like Crazy (English Version),pop,,
Lewis Capaldi,Forget Me,pop,9/9/2022,0.0
Drake,First Person Shooter,hip_hop,,
Carin Leon,No Es Por AcÃ¡,world,,
Green Neon DJ,El Gordo Trae El Mando (Tik Tok Edit),other,,
Drake,Search & Rescue,hip_hop,4/7/2023,1.0
Simone Mendes,Erro Gostoso,world,,
Rauw Alejandro,DILUVIO,pop,7/7/2023,1.0
Lil Durk,All My Life,hip_hop,,
DENNIS,TÃ¡ OK,hip_hop,,
La Factoria,Todavia,world,,
Morgan Wallen,Cowgirls,world,,
Travis Scott,TELEKINESIS,hip_hop,7/28/2023,1.0
Bad Gyal,Chulo pt.2,hip_hop,6/22/2023,1.0
JHAYCO,Holanda,world,,
Cartel De Santa,Shorty Party,hip_hop,3/4/2023,1.0
Troye Sivan,Rush,pop,7/13/2023,1.0
lusttqwe,F-ck Up Some Commas,hip_hop,,
Agust D,Haegeum,hip_hop,4/21/2023,0.0
Flo Milli,Never Lose Me,hip_hop,11/30/2023,1.0
Peso Pluma,LAGUNAS,world,6/22/2023,1.0
Jasleen Royal,Heeriye,pop,,
Noah Kahan,Dial Drunk,indie,6/9/2023,1.0
Ryan Castro,QUEMA,world,,
Jere Klein,ANDO,world,9/27/2023,1.0
Doechii,What It Is (Solo Version),rb_soul,3/17/2023,1.0
Grupo Menos Ã Mais,Lapada Dela,world,,
Quevedo,WANDA,hip_hop,1/20/2023,0.0
LE SSERAFIM,Perfect Night,pop,10/27/2023,0.0
Mae Stephens,If We Ever Broke Up,pop,2/10/2023,1.0
Taylor Swift,Enchanted (Taylor's Version),pop,7/7/2023,0.0
Olivia Rodrigo,get him back!,pop,9/8/2023,1.0
Olivia Rodrigo,get him back!,pop,9/8/2023,0.0
Xavi,Poco A Poco,world,9/23/2023,0.0
Creeds,Push Up,electronic,,
Daniel Caesar,Always,rb_soul,4/7/2023,1.0
(G)I-DLE,Queencard,pop,5/15/2023,0.0
Junior H,ROCKSTAR,world,10/5/2023,1.0
MarÃ­lia MendonÃ§a,EsqueÃ§a-Me Se For Capaz,world,,
Shubh,Cheques,hip_hop,5/19/2023,0.0
Travis Scott,K-POP,hip_hop,7/18/2023,1.0
Becky G,CHANEL,pop,,
Grupo Marca Registrada,Di Que SÃ­,world,,
Peso Pluma,LUNA,world,6/22/2023,1.0
Artemas,if u think i'm pretty,,10/24/2023,1.0
Taylor Swift,Now That We Don't Talk (Taylor's Version) (From The Vault),pop,10/26/2023,0.0
Guilherme & Benuto,Duas TrÃªs,world,,
Darell,Lollipop,hip_hop,7/28/2023,1.0
Taylor Swift,"""Slut!"" (Taylor's Version) (From The Vault)",pop,10/26/2023,0.0
Peso Pluma,NUEVA VIDA,world,6/22/2023,1.0
Israel & Rodolffo,Seu Brilho Sumiu,world,,
Ofenbach,Overdrive,pop,,
IVE,I AM,pop,4/10/2023,0.0
Labrinth,Never Felt So Alone,pop,4/7/2023,0.0
Peso Pluma,LA PEOPLE,world,6/22/2023,1.0
ZÃ© Neto & Cristiano,Oi Balde,world,,
Rauw Alejandro,BABY HELLO,pop,6/23/2023,1.0
ENHYPEN,Bite Me,rock,5/22/2023,0.0
Olivia Rodrigo,Canât Catch Me Now,pop,,
NewJeans,New Jeans,pop,7/7/2023,0.0
Nadhif Basalamah,penjaga hati,rb_soul,6/21/2023,0.0
Eden MuÃ±oz,Abcdario,world,,
Henrique & Juliano,Traumatizei,world,,
Veigh,Novo BalanÃ§o,hip_hop,,
V,Rainy Days,hip_hop,8/11/2023,0.0
Junior H,El Tsurito,world,4/7/2023,1.0
Paul Russell,Lil Boo Thang,rb_soul,8/18/2023,0.0
JuliÃ³n Ãlvarez y su NorteÃ±o Banda,Regalo De Dios,world,,
BTS,Take Two,pop,6/9/2023,0.0
P!nk,TRUSTFALL,pop,1/27/2023,0.0
Dimitri Vegas & Like Mike,Thank You (Not So Bad),electronic,12/1/2023,0.0
Vishal Mishra,Pehle Bhi Main,pop,11/24/2023,0.0
ZÃ© Neto & Cristiano,Barulho Do Foguete,world,,
Bad Bunny,UN PREVIEW,world,9/25/2023,1.0
SUICIDAL-IDOL,ecstacy (slowed),rock,6/6/2023,1.0
Metro Boomin,"Am I Dreaming (Metro Boomin & A$AP Rocky, Roisee)",hip_hop,6/2/2023,0.0
Peso Pluma,RUBICON,world,6/22/2023,1.0
Maria Becerra,CORAZÃN VACÃO,pop,,
Anuel AA,Mas Rica Que Ayer,world,3/2/2023,1.0
Peso Pluma,LAS MORRAS,world,,
Peso Pluma,BYE,world,,
Don Toliver,Private Landing,hip_hop,,
MÃ¥neskin,GOSSIP,rock,,
Lewis Capaldi,Wish You The Best,pop,4/14/2023,0.0
Zach Bryan,Hey Driver,world,,
Taylor Swift,I Can See You (Taylorâs Version) (From The Vault),pop,,
Gabito Ballesteros,LOU LOU,world,10/21/2023,1.0
El Alfa,4K,hip_hop,,
NewJeans,ETA,pop,7/21/2023,0.0
Alfredo Olivas,Yo Todo Lo Doy,world,,
Olivia Rodrigo,all-american bitch,pop,9/8/2023,1.0
KAROL G,S91,world,7/14/2023,0.0
Natanael Cano,O Me Voy O Te Vas,world,10/11/2023,0.0
Hans Zimmer,Now We Are Free,classical,,
SAIKO,POLARIS,hip_hop,,
KAROL G,OKI DOKI,world,8/10/2023,1.0
Aziz Hedra,Somebody's Pleasure,pop,,
Chino Pacas,Dijeron Que No La Iba Lograr,world,3/14/2023,0.0
Troye Sivan,One Of Your Girls,pop,10/13/2023,0.0
Arijit Singh,"Satranga (From ""ANIMAL"")",world,,
ZWE1HVNDXR,LOVELY BASTARDS,hip_hop,8/25/2023,1.0
Calvin Harris,Desire,pop,,
Rels B,lo que hay x aquÃ­,rb_soul,,
Feid,NiÃ±a Bonita,pop,,
Ghea Indrawari,Jiwa Yang Bersedih,pop,5/18/2023,0.0
Matheus & Kauan,NÃ£o VitalÃ­cio (Nunca Mais),world,,
Peso Pluma,BIPOLAR,world,9/7/2023,1.0
Metro Boomin,"Calling (Spider-Man: Across the Spider-Verse) (Metro Boomin & Swae Lee, NAV, feat. A Boogie Wit da",hip_hop,,
Grupo Frontera,OJITOS ROJOS,world,,
Colbie Caillat,Try,pop,,
Bailey Zimmerman,Religiously,world,3/17/2023,0.0
Bad Bunny,FINA,world,10/13/2023,1.0
Luke Combs,Where the Wild Things Are,world,3/24/2023,0.0
aespa,Drama,pop,11/10/2023,0.0
Taylor Swift,Style (Taylor's Version),pop,10/26/2023,0.0
Niall Horan,Heaven,pop,2/17/2023,0.0
Sachin-Jigar,"Phir Aur Kya Chahiye (From ""Zara Hatke Zara Bachke"")",pop,5/16/2023,0.0
AUR,Tu hai kahan,,6/10/2023,0.0
Morgan Wallen,Ainât That Some,world,,
Alfredo Olivas,Vete,world,,
Odetari,GOOD LOYAL THOTS,electronic,3/15/2023,1.0
Purple Disco Machine,Substitution,electronic,3/30/2023,0.0
Shakira,AcrÃ³stico,pop,,
Bellakath,Reggaeton Champagne,world,10/5/2023,1.0
Kaliii,Area Codes,hip_hop,3/17/2023,1.0
LE SSERAFIM,UNFORGIVEN,pop,,
KAROL G,PERO TÃ,world,,
Chance PeÃ±a,i am not who i was,pop,,
Taylor Swift,Youâre Losing Me (From The Vault),pop,,
Charli xcx,Speed Drive (From Barbie The Album),pop,6/29/2023,0.0
Apache 207,Komet,hip_hop,,
Udo Lindenberg,Komet,pop,1/19/2023,0.0
Oliver Anthony Music,Rich Men North of Richmond,pop,8/11/2023,1.0
Oscar Maydon,Elvira,world,12/20/2023,1.0
MC Kevin o Chris,Faz um Vuk Vuk (Teto Espelhado),hip_hop,7/20/2023,1.0
Fuerza Regida,CRAZYZ,world,10/20/2023,1.0
Emilia,No_Se_Ve.mp3,pop,,
Ice Spice,Princess Diana,hip_hop,,
Grupo Firme,QuÃ© Onda Perdida,world,,
Shubh,One Love,hip_hop,,
Tory Lanez,Hurts Me,hip_hop,,
TAEYANG,VIBE,pop,,
Darshan Raval,Mahiye Jinna Sohna,pop,6/22/2023,0.0
Atif Aslam,Tera Hone Laga Hoon,pop,,
KAROL G,UNA NOCHE EN MEDELLÃN,world,,
Guilherme & Benuto,Manda um Oi,world,,
The Kid LAROI,LOVE AGAIN,hip_hop,,
Pritam,Tere Pyaar Mein,world,,
Gusttavo Lima,Canudinho,world,,
Young Miko,Lisa,hip_hop,3/3/2023,1.0
SEVENTEEN,Super,pop,4/24/2023,0.0
Eugenio Esquivel,Alucin,,11/17/2023,1.0
